order_id,date,region,product,qty,price,channel,customer_id
1081,2026-06-26,East Region,Standard Plan,1,76.11,mobile,C02297
1082,2026-06-26,East Region,Pro Plan,1,71.94,partner,C02646
1083,2026-06-26,East Region,Pro Plan,1,83.73,mobile,C00325
1084,2026-06-26,East Region,Pro Plan,1,78.21,mobile,C02657
1085,2026-06-26,East Region,Add-on Pack,1,75.67,mobile,C00771
1086,2026-06-26,East Region,Standard Plan,1,66.16,web,C02609
1087,2026-06-26,East Region,Pro Plan,1,78.0,partner,C02551
1088,2026-06-26,East Region,Pro Plan,1,66.31,web,C00204
1089,2026-06-26,East Region,Add-on Pack,1,61.8,mobile,C01103
1090,2026-06-26,East Region,Standard Plan,1,80.65,web,C00370
1091,2026-06-26,East Region,Standard Plan,1,61.6,mobile,C01722
1092,2026-06-26,East Region,Pro Plan,2,82.57,mobile,C01900
1093,2026-06-26,East Region,Add-on Pack,1,82.73,web,C00599
1094,2026-06-26,East Region,Standard Plan,2,68.45,web,C02225
1095,2026-06-26,East Region,Pro Plan,1,66.14,mobile,C00052
1096,2026-06-27,East Region,Add-on Pack,2,67.97,web,C00138
1097,2026-06-27,East Region,Standard Plan,1,73.73,partner,C02728
1098,2026-06-27,East Region,Standard Plan,1,74.06,mobile,C00650
1099,2026-06-27,East Region,Add-on Pack,1,81.01,mobile,C01972
1100,2026-06-27,East Region,Add-on Pack,1,69.33,web,C02731
1101,2026-06-27,East Region,Standard Plan,1,87.67,partner,C01779
1102,2026-06-27,East Region,Pro Plan,1,61.61,partner,C00491
1103,2026-06-27,East Region,Pro Plan,1,82.66,web,C02381
1104,2026-06-27,East Region,Add-on Pack,1,74.13,mobile,C00367
1105,2026-06-27,East Region,Standard Plan,1,65.49,partner,C02534
1106,2026-06-27,East Region,Pro Plan,1,86.52,web,C01457
1107,2026-06-27,East Region,Add-on Pack,1,65.39,web,C01999
1108,2026-06-27,East Region,Standard Plan,1,69.82,mobile,C00791
1109,2026-06-27,East Region,Standard Plan,1,79.95,partner,C00552
1110,2026-06-27,East Region,Pro Plan,2,85.64,partner,C01793
1111,2026-06-27,East Region,Add-on Pack,2,69.22,web,C02322
1112,2026-06-27,East Region,Standard Plan,1,75.99,partner,C01919
1113,2026-06-27,East Region,Pro Plan,1,84.8,web,C02176
1114,2026-06-27,East Region,Standard Plan,1,73.42,partner,C01504
1115,2026-06-27,East Region,Pro Plan,2,61.22,partner,C00760
1116,2026-06-27,East Region,Standard Plan,1,78.06,partner,C00979
1117,2026-06-27,East Region,Pro Plan,2,80.81,web,C02147
1118,2026-06-27,East Region,Add-on Pack,1,74.73,partner,C01160
1119,2026-06-27,East Region,Pro Plan,1,72.35,web,C00395
1120,2026-06-27,East Region,Add-on Pack,1,79.12,web,C00732
1121,2026-06-27,East Region,Standard Plan,2,66.7,web,C00405
1122,2026-06-27,East Region,Standard Plan,2,76.73,partner,C02007
1123,2026-06-27,East Region,Add-on Pack,1,78.17,web,C01501
1124,2026-06-27,East Region,Standard Plan,1,77.68,web,C00855
1125,2026-06-27,East Region,Add-on Pack,1,74.57,mobile,C02618
1126,2026-06-27,East Region,Standard Plan,2,71.02,mobile,C02902
1127,2026-06-27,East Region,Standard Plan,1,83.6,partner,C00167
1128,2026-06-27,East Region,Add-on Pack,1,63.11,web,C00885
1129,2026-06-27,East Region,Add-on Pack,1,63.84,partner,C01579
1130,2026-06-27,East Region,Standard Plan,1,66.45,partner,C02562
1131,2026-06-27,East Region,Standard Plan,2,76.39,partner,C00433
1132,2026-06-27,East Region,Add-on Pack,2,76.88,partner,C02725
1133,2026-06-27,East Region,Pro Plan,1,85.21,web,C02253
1134,2026-06-27,East Region,Pro Plan,1,74.93,partner,C02458
1135,2026-06-27,East Region,Pro Plan,1,86.59,partner,C01330
1136,2026-06-28,East Region,Pro Plan,2,81.99,partner,C01325
1137,2026-06-28,East Region,Add-on Pack,1,67.75,mobile,C02254
1138,2026-06-28,East Region,Add-on Pack,2,68.11,mobile,C01627
1139,2026-06-28,East Region,Standard Plan,1,80.96,partner,C00067
1140,2026-06-28,East Region,Add-on Pack,1,64.87,web,C01231
1141,2026-06-28,East Region,Standard Plan,1,67.04,web,C02826
1142,2026-06-28,East Region,Pro Plan,1,86.2,web,C00155
1143,2026-06-28,East Region,Pro Plan,1,70.87,mobile,C01504
1144,2026-06-28,East Region,Add-on Pack,1,68.0,mobile,C00377
1145,2026-06-28,East Region,Add-on Pack,1,72.07,partner,C00317
1146,2026-06-28,East Region,Add-on Pack,2,70.03,web,C02000
1147,2026-06-28,East Region,Add-on Pack,1,80.32,partner,C02631
1148,2026-06-28,East Region,Pro Plan,2,62.22,web,C00230
1149,2026-06-28,East Region,Pro Plan,2,70.66,mobile,C00494
1150,2026-06-28,East Region,Standard Plan,1,81.54,partner,C02590
1151,2026-06-28,East Region,Pro Plan,1,62.67,mobile,C02212
1152,2026-06-28,East Region,Add-on Pack,1,65.27,web,C00207
1153,2026-06-28,East Region,Add-on Pack,2,81.1,mobile,C02438
1154,2026-06-28,East Region,Add-on Pack,1,74.93,mobile,C01187
1155,2026-06-28,East Region,Pro Plan,1,65.23,web,C01950
1156,2026-06-28,East Region,Add-on Pack,2,81.47,mobile,C00349
1157,2026-06-28,East Region,Pro Plan,1,74.85,web,C01970
1158,2026-06-28,East Region,Add-on Pack,2,66.59,partner,C02341
1159,2026-06-28,East Region,Standard Plan,1,76.46,web,C00294
1160,2026-06-28,East Region,Pro Plan,1,82.33,partner,C02360
1161,2026-06-28,East Region,Standard Plan,2,64.26,mobile,C01497
1162,2026-06-28,East Region,Pro Plan,1,66.38,partner,C02685
1163,2026-06-28,East Region,Standard Plan,1,82.14,mobile,C02525
1164,2026-06-28,East Region,Pro Plan,2,78.15,web,C00957
1165,2026-06-28,East Region,Standard Plan,1,79.84,partner,C00352
1166,2026-06-28,East Region,Standard Plan,1,81.32,partner,C00605
1167,2026-06-28,East Region,Pro Plan,1,61.57,mobile,C01844
1168,2026-06-28,East Region,Pro Plan,1,61.82,partner,C02204
1169,2026-06-28,East Region,Standard Plan,1,66.74,partner,C01979
1170,2026-06-28,East Region,Add-on Pack,1,81.05,partner,C02863
1171,2026-06-28,East Region,Add-on Pack,1,61.7,mobile,C00698
1172,2026-06-28,East Region,Standard Plan,1,68.93,web,C01905
1173,2026-06-28,East Region,Add-on Pack,1,86.91,mobile,C02705
1174,2026-06-28,East Region,Pro Plan,1,79.23,web,C00079
1175,2026-06-28,East Region,Pro Plan,2,84.79,web,C01560
1176,2026-06-28,East Region,Add-on Pack,1,87.76,mobile,C01986
1177,2026-06-28,East Region,Add-on Pack,1,75.66,web,C02051
1178,2026-06-29,East Region,Add-on Pack,1,86.4,web,C01014
1179,2026-06-29,East Region,Add-on Pack,2,69.49,mobile,C00644
1180,2026-06-29,East Region,Standard Plan,1,70.63,mobile,C02561
1181,2026-06-29,East Region,Pro Plan,1,67.62,web,C02564
1182,2026-06-29,East Region,Pro Plan,1,85.1,partner,C01148
1183,2026-06-29,East Region,Standard Plan,2,65.33,partner,C00563
1184,2026-06-29,East Region,Standard Plan,1,81.05,mobile,C00985
1185,2026-06-29,East Region,Add-on Pack,1,65.35,partner,C01349
1186,2026-06-29,East Region,Pro Plan,1,75.95,partner,C00568
1187,2026-06-29,East Region,Add-on Pack,1,75.92,web,C01266
1188,2026-06-29,East Region,Add-on Pack,1,80.38,mobile,C00595
1189,2026-06-29,East Region,Add-on Pack,1,86.58,mobile,C00278
1190,2026-06-29,East Region,Add-on Pack,1,75.7,web,C01301
1191,2026-06-29,East Region,Standard Plan,1,80.98,mobile,C01685
1192,2026-06-29,East Region,Pro Plan,1,73.25,web,C00770
1193,2026-06-29,East Region,Standard Plan,1,64.78,partner,C02528
1194,2026-06-29,East Region,Pro Plan,1,77.67,partner,C00952
1195,2026-06-29,East Region,Standard Plan,1,79.9,web,C02819
1196,2026-06-29,East Region,Pro Plan,2,64.85,partner,C02661
1197,2026-06-29,East Region,Pro Plan,2,66.2,mobile,C01941
1198,2026-06-29,East Region,Standard Plan,1,65.65,web,C01674
1199,2026-06-29,East Region,Standard Plan,2,86.37,web,C02750
1200,2026-06-29,East Region,Standard Plan,1,81.81,web,C01800
1201,2026-06-29,East Region,Add-on Pack,1,74.53,mobile,C01011
1202,2026-06-29,East Region,Pro Plan,1,72.21,partner,C01559
1203,2026-06-29,East Region,Add-on Pack,1,69.71,partner,C00448
1204,2026-06-29,East Region,Pro Plan,1,73.63,web,C02125
1205,2026-06-29,East Region,Add-on Pack,1,71.96,partner,C01587
1206,2026-06-29,East Region,Add-on Pack,1,82.01,web,C01193
1207,2026-06-29,East Region,Pro Plan,1,72.03,mobile,C01890
1208,2026-06-29,East Region,Standard Plan,1,72.69,partner,C02118
1209,2026-06-29,East Region,Standard Plan,2,73.81,web,C02960
1210,2026-06-29,East Region,Add-on Pack,1,64.28,mobile,C01694
1211,2026-06-29,East Region,Pro Plan,1,73.46,mobile,C02418
1212,2026-06-29,East Region,Add-on Pack,2,85.57,web,C01025
1213,2026-06-29,East Region,Pro Plan,1,80.01,partner,C00507
1214,2026-06-29,East Region,Standard Plan,2,64.31,partner,C01487
1215,2026-06-29,East Region,Standard Plan,2,75.45,partner,C02096
1216,2026-06-29,East Region,Add-on Pack,2,87.03,partner,C01559
1217,2026-06-29,East Region,Standard Plan,1,82.1,partner,C02702
1218,2026-06-29,East Region,Standard Plan,1,65.61,web,C02917
1219,2026-06-29,East Region,Standard Plan,1,72.61,partner,C01828
1220,2026-06-29,East Region,Pro Plan,1,78.24,web,C00831
1221,2026-06-30,East Region,Add-on Pack,1,82.02,mobile,C02039
1222,2026-06-30,East Region,Pro Plan,1,75.98,partner,C02022
1223,2026-06-30,East Region,Standard Plan,2,67.1,mobile,C01680
1224,2026-06-30,East Region,Pro Plan,1,63.36,web,C02242
1225,2026-06-30,East Region,Pro Plan,1,78.06,web,C00758
1226,2026-06-30,East Region,Standard Plan,1,62.7,web,C00596
1227,2026-06-30,East Region,Standard Plan,1,79.34,mobile,C00360
1228,2026-06-30,East Region,Standard Plan,1,64.16,web,C02753
1229,2026-06-30,East Region,Pro Plan,1,77.82,mobile,C02372
1230,2026-06-30,East Region,Pro Plan,1,86.54,mobile,C01323
1231,2026-06-30,East Region,Pro Plan,1,85.61,mobile,C02255
1232,2026-06-30,East Region,Standard Plan,1,69.17,web,C02846
1233,2026-06-30,East Region,Pro Plan,2,70.15,partner,C00860
1234,2026-06-30,East Region,Add-on Pack,1,66.89,web,C02341
1235,2026-06-30,East Region,Add-on Pack,1,87.84,mobile,C02966
1236,2026-06-30,East Region,Add-on Pack,1,77.65,mobile,C02494
1237,2026-06-30,East Region,Pro Plan,1,68.26,web,C02517
1238,2026-06-30,East Region,Add-on Pack,2,74.7,mobile,C00737
1239,2026-06-30,East Region,Add-on Pack,1,67.53,web,C00007
1240,2026-06-30,East Region,Standard Plan,1,61.85,partner,C00850
1241,2026-06-30,East Region,Add-on Pack,2,88.37,web,C01368
1242,2026-06-30,East Region,Pro Plan,1,76.44,web,C02624
1243,2026-06-30,East Region,Standard Plan,1,79.97,web,C01261
1244,2026-06-30,East Region,Pro Plan,1,74.98,web,C00467
1245,2026-06-30,East Region,Add-on Pack,2,70.27,partner,C02331
1246,2026-06-30,East Region,Add-on Pack,1,87.32,web,C01354
1247,2026-06-30,East Region,Pro Plan,2,86.29,mobile,C00146
1248,2026-06-30,East Region,Add-on Pack,1,64.89,partner,C01887
1249,2026-06-30,East Region,Add-on Pack,2,85.57,mobile,C00230
1250,2026-06-30,East Region,Add-on Pack,1,69.34,partner,C02195
1251,2026-06-30,East Region,Standard Plan,1,66.86,mobile,C00272
1252,2026-06-30,East Region,Standard Plan,1,68.83,mobile,C01537
1253,2026-06-30,East Region,Add-on Pack,1,75.73,partner,C02481
1254,2026-06-30,East Region,Pro Plan,1,66.3,mobile,C02889
1255,2026-06-30,East Region,Pro Plan,1,80.51,mobile,C00356
1256,2026-06-30,East Region,Pro Plan,1,85.06,mobile,C01240
1257,2026-06-30,East Region,Standard Plan,1,75.48,web,C01533
1258,2026-06-30,East Region,Standard Plan,1,82.36,mobile,C02073
1259,2026-06-30,East Region,Standard Plan,1,82.93,web,C01394
1260,2026-06-30,East Region,Pro Plan,1,81.12,mobile,C00587
1261,2026-07-01,East Region,Add-on Pack,1,79.61,web,C02968
1262,2026-07-01,East Region,Standard Plan,1,73.69,web,C01274
1263,2026-07-01,East Region,Standard Plan,1,79.89,mobile,C01913
1264,2026-07-01,East Region,Standard Plan,1,64.0,web,C02366
1265,2026-07-01,East Region,Pro Plan,1,78.58,mobile,C00822
1266,2026-07-01,East Region,Standard Plan,1,68.99,mobile,C02749
1267,2026-07-01,East Region,Standard Plan,1,68.62,mobile,C00469
1268,2026-07-01,East Region,Standard Plan,1,87.27,web,C02223
1269,2026-07-01,East Region,Pro Plan,1,76.14,web,C02886
1270,2026-07-01,East Region,Pro Plan,1,76.82,web,C01276
1271,2026-07-01,East Region,Add-on Pack,2,85.47,web,C00533
1272,2026-07-01,East Region,Standard Plan,1,74.0,web,C01572
1273,2026-07-01,East Region,Standard Plan,2,63.54,web,C02887
1274,2026-07-01,East Region,Add-on Pack,2,85.44,partner,C01457
1275,2026-07-01,East Region,Pro Plan,1,70.24,partner,C02748
1276,2026-07-01,East Region,Add-on Pack,2,63.34,partner,C00540
1277,2026-07-01,East Region,Standard Plan,2,83.31,web,C01867
1278,2026-07-01,East Region,Pro Plan,2,79.82,mobile,C00950
1279,2026-07-01,East Region,Standard Plan,1,65.11,mobile,C01606
1280,2026-07-01,East Region,Standard Plan,1,80.23,mobile,C01857
1281,2026-07-01,East Region,Pro Plan,2,62.02,web,C01440
1282,2026-07-01,East Region,Pro Plan,1,73.75,mobile,C01428
1283,2026-07-01,East Region,Add-on Pack,1,76.83,mobile,C02926
1284,2026-07-01,East Region,Standard Plan,1,70.06,mobile,C02183
1285,2026-07-01,East Region,Pro Plan,2,72.1,web,C02544
1286,2026-07-01,East Region,Standard Plan,2,76.1,mobile,C00271
1287,2026-07-01,East Region,Pro Plan,2,66.86,mobile,C02324
1288,2026-07-01,East Region,Pro Plan,1,76.01,web,C02715
1289,2026-07-01,East Region,Add-on Pack,2,63.32,web,C02426
1290,2026-07-01,East Region,Add-on Pack,1,73.79,mobile,C00722
1291,2026-07-01,East Region,Pro Plan,1,87.2,partner,C00446
1292,2026-07-01,East Region,Add-on Pack,2,83.34,mobile,C02025
1293,2026-07-01,East Region,Add-on Pack,1,79.16,web,C00570
1294,2026-07-01,East Region,Add-on Pack,1,85.77,web,C02707
1295,2026-07-01,East Region,Standard Plan,1,73.52,mobile,C02522
1296,2026-07-01,East Region,Add-on Pack,1,73.36,partner,C01297
1297,2026-07-01,East Region,Pro Plan,1,76.71,mobile,C02941
1298,2026-07-01,East Region,Pro Plan,1,88.14,partner,C02091
1299,2026-07-01,East Region,Pro Plan,1,84.26,web,C01513
1300,2026-07-01,East Region,Add-on Pack,1,87.53,partner,C02294
1301,2026-07-02,East Region,Standard Plan,1,84.63,web,C01769
1302,2026-07-02,East Region,Add-on Pack,1,77.25,partner,C01568
1303,2026-07-02,East Region,Pro Plan,1,71.58,partner,C00711
1304,2026-07-02,East Region,Pro Plan,2,64.98,mobile,C01709
1305,2026-07-02,East Region,Standard Plan,1,69.05,web,C00048
1306,2026-07-02,East Region,Standard Plan,1,78.84,partner,C01994
1307,2026-07-02,East Region,Add-on Pack,1,73.08,web,C00563
1308,2026-07-02,East Region,Add-on Pack,2,83.12,partner,C02476
1309,2026-07-02,East Region,Pro Plan,2,78.15,partner,C01738
1310,2026-07-02,East Region,Add-on Pack,2,83.51,mobile,C00925
1311,2026-07-02,East Region,Standard Plan,1,72.75,partner,C02041
1312,2026-07-02,East Region,Add-on Pack,1,67.64,mobile,C02238
1313,2026-07-02,East Region,Add-on Pack,1,71.18,partner,C01980
1314,2026-07-02,East Region,Add-on Pack,2,71.23,partner,C00328
1315,2026-07-02,East Region,Standard Plan,1,81.06,mobile,C02118
1316,2026-07-02,East Region,Standard Plan,1,75.44,web,C01936
1317,2026-07-02,East Region,Add-on Pack,1,81.37,partner,C02596
1318,2026-07-02,East Region,Add-on Pack,1,82.91,partner,C00217
1319,2026-07-02,East Region,Pro Plan,1,75.75,mobile,C01860
1320,2026-07-02,East Region,Add-on Pack,1,85.84,mobile,C01446
1321,2026-07-02,East Region,Pro Plan,1,69.07,partner,C02448
1322,2026-07-02,East Region,Add-on Pack,1,69.47,web,C02578
1323,2026-07-02,East Region,Pro Plan,1,76.93,partner,C01196
1324,2026-07-02,East Region,Add-on Pack,1,78.18,mobile,C00338
1325,2026-07-02,East Region,Standard Plan,1,74.95,mobile,C00543
1326,2026-07-02,East Region,Add-on Pack,1,68.84,web,C00457
1327,2026-07-02,East Region,Add-on Pack,1,65.95,partner,C01830
1328,2026-07-02,East Region,Pro Plan,1,83.17,partner,C00968
1329,2026-07-02,East Region,Pro Plan,1,66.12,mobile,C00346
1330,2026-07-02,East Region,Standard Plan,1,77.4,mobile,C01692
1331,2026-07-02,East Region,Pro Plan,2,67.67,partner,C02612
1332,2026-07-02,East Region,Standard Plan,1,66.94,web,C02631
1333,2026-07-02,East Region,Pro Plan,1,81.75,web,C00687
1334,2026-07-02,East Region,Pro Plan,1,72.05,mobile,C02182
1335,2026-07-02,East Region,Standard Plan,2,71.53,mobile,C01076
1336,2026-07-02,East Region,Standard Plan,2,75.63,web,C01183
1337,2026-07-02,East Region,Pro Plan,1,71.59,partner,C02798
1338,2026-07-02,East Region,Standard Plan,1,63.85,mobile,C02501
1339,2026-07-02,East Region,Add-on Pack,1,84.55,mobile,C01094
1340,2026-07-02,East Region,Standard Plan,2,68.15,mobile,C02766
1341,2026-07-02,East Region,Add-on Pack,1,67.78,partner,C01383
1342,2026-07-02,East Region,Add-on Pack,1,79.98,mobile,C02244
1343,2026-07-03,East Region,Add-on Pack,1,61.43,web,C01685
1344,2026-07-03,East Region,Standard Plan,2,75.49,mobile,C00899
1345,2026-07-03,East Region,Add-on Pack,1,68.91,web,C00098
1346,2026-07-03,East Region,Add-on Pack,1,63.7,partner,C02614
1347,2026-07-03,East Region,Standard Plan,1,80.46,web,C02477
1348,2026-07-03,East Region,Standard Plan,1,71.43,web,C02850
1349,2026-07-03,East Region,Standard Plan,2,68.09,partner,C00311
1350,2026-07-03,East Region,Add-on Pack,1,73.53,mobile,C02836
1351,2026-07-03,East Region,Add-on Pack,1,82.14,mobile,C00664
1352,2026-07-03,East Region,Standard Plan,1,68.74,mobile,C01592
1353,2026-07-03,East Region,Pro Plan,1,88.29,mobile,C00729
1354,2026-07-03,East Region,Pro Plan,1,63.09,partner,C01609
1355,2026-07-03,East Region,Standard Plan,1,78.76,web,C02215
1356,2026-07-03,East Region,Pro Plan,1,67.14,mobile,C02931
1357,2026-07-03,East Region,Pro Plan,1,64.01,web,C02341
1358,2026-07-03,East Region,Add-on Pack,2,68.02,web,C02039
1359,2026-07-03,East Region,Standard Plan,1,78.96,web,C02723
1360,2026-07-03,East Region,Pro Plan,1,68.45,mobile,C02354
1361,2026-07-03,East Region,Standard Plan,2,75.22,mobile,C01787
1362,2026-07-03,East Region,Pro Plan,1,84.16,partner,C00926
1363,2026-07-03,East Region,Standard Plan,2,71.66,web,C02324
1364,2026-07-03,East Region,Add-on Pack,1,86.63,mobile,C02793
1365,2026-07-03,East Region,Pro Plan,1,72.1,mobile,C02190
1366,2026-07-03,East Region,Pro Plan,2,63.39,mobile,C02654
1367,2026-07-03,East Region,Standard Plan,1,66.0,mobile,C02707
1368,2026-07-03,East Region,Standard Plan,2,69.33,web,C02584
1369,2026-07-03,East Region,Add-on Pack,1,70.97,partner,C01794
1370,2026-07-03,East Region,Add-on Pack,1,66.35,web,C00104
1371,2026-07-03,East Region,Add-on Pack,1,88.3,mobile,C01593
1372,2026-07-03,East Region,Standard Plan,1,82.76,mobile,C02188
1373,2026-07-03,East Region,Pro Plan,1,87.49,web,C01390
1374,2026-07-03,East Region,Standard Plan,1,70.39,mobile,C00485
1375,2026-07-03,East Region,Standard Plan,2,83.15,partner,C02198
1376,2026-07-03,East Region,Standard Plan,1,81.36,web,C00152
1377,2026-07-03,East Region,Add-on Pack,1,65.05,mobile,C02533
1378,2026-07-03,East Region,Standard Plan,1,67.8,web,C00706
1379,2026-07-03,East Region,Add-on Pack,1,62.56,web,C01869
1380,2026-07-03,East Region,Add-on Pack,1,65.84,web,C00468
1381,2026-07-03,East Region,Pro Plan,1,77.38,web,C00831
1382,2026-07-03,East Region,Pro Plan,2,70.38,mobile,C00495
1383,2026-07-04,East Region,Add-on Pack,1,64.94,web,C02430
1384,2026-07-04,East Region,Standard Plan,1,70.33,mobile,C00579
1385,2026-07-04,East Region,Pro Plan,1,65.77,partner,C00676
1386,2026-07-04,East Region,Pro Plan,1,67.83,web,C00410
1387,2026-07-04,East Region,Add-on Pack,1,77.86,web,C01995
1388,2026-07-04,East Region,Standard Plan,1,61.37,web,C02895
1389,2026-07-04,East Region,Add-on Pack,1,77.35,mobile,C02841
1390,2026-07-04,East Region,Pro Plan,1,80.03,web,C02621
1391,2026-07-04,East Region,Pro Plan,2,75.43,web,C00715
1392,2026-07-04,East Region,Add-on Pack,1,80.01,partner,C02048
1393,2026-07-04,East Region,Add-on Pack,1,87.05,mobile,C01716
1394,2026-07-04,East Region,Standard Plan,1,76.37,web,C02172
1395,2026-07-04,East Region,Standard Plan,1,78.03,mobile,C02566
1396,2026-07-04,East Region,Add-on Pack,1,66.86,web,C00462
1397,2026-07-04,East Region,Standard Plan,2,79.84,mobile,C00723
1398,2026-07-04,East Region,Standard Plan,1,79.43,web,C02642
1399,2026-07-04,East Region,Pro Plan,2,68.95,mobile,C01370
1400,2026-07-04,East Region,Add-on Pack,2,83.1,web,C00428
1401,2026-07-04,East Region,Add-on Pack,1,62.63,web,C00120
1402,2026-07-04,East Region,Pro Plan,1,75.21,web,C02955
1403,2026-07-04,East Region,Pro Plan,1,77.32,mobile,C00815
1404,2026-07-04,East Region,Add-on Pack,1,79.61,web,C00452
1405,2026-07-04,East Region,Pro Plan,1,67.4,partner,C01690
1406,2026-07-04,East Region,Standard Plan,1,71.41,web,C01930
1407,2026-07-04,East Region,Add-on Pack,2,74.38,web,C00886
1408,2026-07-04,East Region,Add-on Pack,2,73.58,mobile,C00559
1409,2026-07-04,East Region,Pro Plan,1,80.78,mobile,C00829
1410,2026-07-04,East Region,Pro Plan,1,64.66,mobile,C00560
1411,2026-07-04,East Region,Standard Plan,2,84.36,mobile,C00702
1412,2026-07-04,East Region,Pro Plan,1,67.18,partner,C00643
1413,2026-07-04,East Region,Add-on Pack,1,87.12,partner,C02265
1414,2026-07-04,East Region,Standard Plan,2,63.55,web,C02424
1415,2026-07-04,East Region,Pro Plan,1,83.97,web,C02991
1416,2026-07-04,East Region,Pro Plan,1,81.22,web,C01341
1417,2026-07-04,East Region,Pro Plan,1,76.96,partner,C00021
1418,2026-07-04,East Region,Pro Plan,1,87.86,mobile,C02066
1419,2026-07-04,East Region,Standard Plan,2,72.78,mobile,C02854
1420,2026-07-04,East Region,Standard Plan,1,73.51,web,C02288
1421,2026-07-04,East Region,Standard Plan,2,80.05,web,C00544
1422,2026-07-04,East Region,Pro Plan,1,69.25,web,C01966
1423,2026-07-04,East Region,Add-on Pack,2,69.49,partner,C02391
1424,2026-07-04,East Region,Standard Plan,2,87.76,web,C02881
1425,2026-07-04,East Region,Pro Plan,1,66.23,partner,C01902
1426,2026-07-04,East Region,Add-on Pack,1,78.43,mobile,C02830
1427,2026-07-05,East Region,Add-on Pack,2,62.09,mobile,C02860
1428,2026-07-05,East Region,Add-on Pack,1,75.95,partner,C00332
1429,2026-07-05,East Region,Add-on Pack,1,85.16,partner,C02764
1430,2026-07-05,East Region,Pro Plan,1,85.35,mobile,C01498
1431,2026-07-05,East Region,Pro Plan,1,78.04,mobile,C00718
1432,2026-07-05,East Region,Add-on Pack,1,76.4,partner,C02906
1433,2026-07-05,East Region,Standard Plan,1,64.96,web,C02211
1434,2026-07-05,East Region,Standard Plan,1,78.85,partner,C00924
1435,2026-07-05,East Region,Pro Plan,1,70.79,partner,C02787
1436,2026-07-05,East Region,Pro Plan,1,68.74,mobile,C01415
1437,2026-07-05,East Region,Pro Plan,1,74.43,mobile,C02908
1438,2026-07-05,East Region,Add-on Pack,1,79.65,mobile,C02544
1439,2026-07-05,East Region,Pro Plan,1,82.96,web,C01876
1440,2026-07-05,East Region,Standard Plan,1,63.38,mobile,C00316
1441,2026-07-05,East Region,Standard Plan,1,65.68,partner,C00607
1442,2026-07-05,East Region,Pro Plan,1,65.29,partner,C02570
1443,2026-07-05,East Region,Standard Plan,1,69.17,mobile,C01421
1444,2026-07-05,East Region,Pro Plan,1,73.27,mobile,C00775
1445,2026-07-05,East Region,Standard Plan,1,61.8,partner,C02641
1446,2026-07-05,East Region,Pro Plan,1,72.4,partner,C02647
1447,2026-07-05,East Region,Pro Plan,2,74.42,mobile,C01246
1448,2026-07-05,East Region,Add-on Pack,1,64.79,web,C01065
1449,2026-07-05,East Region,Standard Plan,1,74.37,web,C00608
1450,2026-07-05,East Region,Pro Plan,1,68.94,partner,C00659
1451,2026-07-05,East Region,Add-on Pack,1,75.76,web,C02901
1452,2026-07-05,East Region,Add-on Pack,1,85.81,web,C00975
1453,2026-07-05,East Region,Standard Plan,1,62.32,partner,C00519
1454,2026-07-05,East Region,Pro Plan,1,68.28,web,C02304
1455,2026-07-05,East Region,Add-on Pack,1,62.14,mobile,C00606
1456,2026-07-05,East Region,Pro Plan,1,73.4,partner,C01236
1457,2026-07-05,East Region,Standard Plan,2,86.24,mobile,C00596
1458,2026-07-05,East Region,Pro Plan,1,86.44,web,C02238
1459,2026-07-05,East Region,Add-on Pack,1,70.21,mobile,C01188
1460,2026-07-05,East Region,Add-on Pack,2,79.34,mobile,C02823
1461,2026-07-05,East Region,Standard Plan,1,81.1,web,C02778
1462,2026-07-05,East Region,Add-on Pack,1,64.38,mobile,C02530
1463,2026-07-05,East Region,Standard Plan,1,73.33,mobile,C00226
1464,2026-07-05,East Region,Add-on Pack,1,78.64,mobile,C00802
1465,2026-07-05,East Region,Standard Plan,2,63.47,partner,C02751
1466,2026-07-05,East Region,Standard Plan,2,87.74,web,C02009
1467,2026-07-05,East Region,Pro Plan,1,77.61,partner,C01479
1468,2026-07-05,East Region,Pro Plan,2,65.22,mobile,C01582
1469,2026-07-06,East Region,Standard Plan,1,68.94,mobile,C01826
1470,2026-07-06,East Region,Add-on Pack,2,63.58,partner,C01703
1471,2026-07-06,East Region,Pro Plan,2,69.05,partner,C01697
1472,2026-07-06,East Region,Standard Plan,1,83.93,web,C00852
1473,2026-07-06,East Region,Pro Plan,1,74.11,web,C02420
1474,2026-07-06,East Region,Pro Plan,2,63.61,partner,C01120
1475,2026-07-06,East Region,Pro Plan,2,65.96,partner,C02327
1476,2026-07-06,East Region,Standard Plan,2,66.62,mobile,C02269
1477,2026-07-06,East Region,Pro Plan,1,62.35,partner,C01245
1478,2026-07-06,East Region,Pro Plan,2,76.41,web,C00110
1479,2026-07-06,East Region,Standard Plan,1,65.39,partner,C02608
1480,2026-07-06,East Region,Pro Plan,1,64.58,mobile,C00735
1481,2026-07-06,East Region,Pro Plan,1,85.86,web,C00489
1482,2026-07-06,East Region,Pro Plan,1,74.61,partner,C01482
1483,2026-07-06,East Region,Add-on Pack,2,74.27,mobile,C02573
1484,2026-07-06,East Region,Add-on Pack,1,74.15,mobile,C02100
1485,2026-07-06,East Region,Add-on Pack,1,76.85,web,C02383
1486,2026-07-06,East Region,Standard Plan,2,65.17,partner,C00555
1487,2026-07-06,East Region,Pro Plan,1,65.64,mobile,C01719
